time_delta[ms],accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,battery[V],last_motion[s]
50.08,-770,491,16935,-159,-321,-89,0.00,0.00
49.93,-93,1057,17647,-275,-375,-169,0.00,0.05
50.00,-1400,1205,21291,-429,-404,817,0.00,0.10
50.00,1523,1864,18314,100,-117,363,0.00,0.00
50.02,-247,292,15969,25,7,-9,0.00,0.05
49.96,-264,413,16530,50,48,-1,0.00,0.00
50.04,-101,110,16830,286,131,-202,0.00,0.05
49.98,-626,761,16835,698,357,-434,0.00,0.10
49.99,-552,497,16913,303,128,-364,0.00,0.15
50.02,750,-440,17283,581,385,-786,0.00,0.20
50.00,-9473,3729,16880,453,482,-241,0.00,0.25
49.97,5487,-1380,15674,-93,456,-48,0.00,0.00
50.08,-1520,-508,17340,-217,288,-231,0.00,0.00
49.96,3116,-175,15141,108,107,-95,0.00,0.05
50.00,-1068,1576,17175,148,119,-108,0.00,0.00
49.99,-911,264,16897,-313,-140,77,0.00,0.05
49.99,-1930,1411,17573,-552,-106,-6,0.00,0.10
50.02,166,3127,18173,-472,212,-95,0.00,0.15
49.99,-501,319,17300,-272,114,-24,0.00,0.20
49.98,-340,-22,16131,-458,242,21,0.00,0.25
50.02,503,-572,15604,-89,46,-9,0.00,0.00
49.98,1195,266,13784,973,-406,-83,0.00,0.00
50.00,-824,-561,16624,-397,-350,128,0.00,0.00
50.06,-192,373,16797,187,73,-53,0.00,0.00
49.96,-272,646,16489,-108,-60,28,0.00,0.05
49.97,-1303,1552,14108,119,32,-39,0.00,0.10
50.02,-898,776,15628,-20,-27,1,0.00,0.00
49.99,-462,453,15881,-1,-11,0,0.00,0.05
50.00,-296,308,16574,2,-16,3,0.00,0.10
50.01,-185,163,16668,-8,-8,5,0.00,0.15
49.99,-71,451,16639,3,-2,-2,0.00,0.20
49.98,383,148,16727,-11,-9,4,0.00,0.25
50.04,2858,-4328,20623,403,43,660,0.00,0.30
49.96,2193,-1939,18496,-163,-339,408,0.00,0.00
50.00,630,-1551,17322,286,164,-74,0.00,0.05
50.07,-728,626,16756,919,484,-244,0.00,0.10
49.96,-1142,1833,16644,-33,-24,8,0.00,0.00
49.97,-268,250,16506,-200,-113,-5,0.00,0.05
50.03,487,1099,17147,-320,-110,-366,0.00,0.10
49.98,-1825,148,16227,-967,-218,-154,0.00,0.15
50.02,-1996,981,8446,-258,618,-491,0.00,0.20
49.99,390,1263,18578,-47,101,-166,0.00,0.00
49.99,-1430,1991,14229,-312,260,49,0.00,0.00
50.02,686,-124,16121,-195,209,-196,0.00,0.05
50.00,-489,-206,17307,22,57,-152,0.00,0.10
49.98,-257,-590,16797,-295,177,-20,0.00,0.00
50.10,-155,6,16490,160,-55,-166,0.00,0.05
49.92,981,-921,16549,334,-164,-36,0.00,0.10
49.99,-863,1443,16295,697,50,49,0.00,0.15
50.02,24,454,15986,546,-106,714,0.00,0.20
50.00,1659,2553,22417,154,47,-89,0.00,0.25
49.97,82,323,16678,-176,-95,38,0.00,0.00
50.04,431,895,16417,-418,-240,32,0.00,0.00
49.98,3014,-1653,11201,731,149,-495,0.00,0.00
49.99,-4490,-2410,21031,-306,-283,284,0.00,0.00
50.00,658,-109,16301,58,-69,183,0.00,0.00
50.01,931,1646,15792,278,-314,649,0.00,0.00
49.97,-240,-338,10060,418,-539,1154,0.00,0.00
50.09,-8245,1932,18857,-34,-331,304,0.00,0.00
49.94,274,-536,16524,-21,-13,-2,0.00,0.00
50.00,16,-133,16525,-10,-2,-4,0.00,0.05
49.99,-118,-74,16652,-5,4,-4,0.00,0.10
49.99,-144,74,16612,-9,1,-5,0.00,0.15
50.00,-178,52,16625,-20,-8,2,0.00,0.20
50.04,-919,1054,17242,84,6,145,0.00,0.25
49.97,-627,-828,17005,-34,56,-19,0.00,0.30
50.01,-1732,238,17849,-728,276,-101,0.00,0.35
50.00,283,-60,16320,-179,238,-303,0.00,0.40
50.00,-461,1203,17232,-250,264,-353,0.00,0.45
50.05,801,-221,17241,-100,224,-596,0.00,0.50
49.96,363,1235,16394,-239,242,-533,0.00,0.55
49.97,-570,-403,16421,-347,311,-553,0.00,0.60
50.04,359,495,16714,-303,330,-667,0.00,0.65
49.98,7318,-1835,17567,217,201,-844,0.00,0.70
49.99,-271,-1258,15283,409,-103,-267,0.00,0.00
50.01,-1068,-633,16465,521,141,133,0.00,0.00
50.02,252,225,16345,138,-133,317,0.00,0.05
49.96,576,-982,16718,381,-12,160,0.00,0.10
50.04,-635,-39,16578,397,-346,641,0.00,0.15
49.97,1140,-1259,16111,806,-144,679,0.00,0.20
50.00,-3715,-495,6137,702,406,-232,0.00,0.25
50.05,-3899,729,20947,-13,-82,-161,0.00,0.00
49.98,-84,-795,16521,147,111,-402,0.00,0.00
49.97,-293,636,16650,9,8,-8,0.00,0.05
50.01,-236,507,16822,-23,-7,0,0.00,0.10
49.97,286,-668,16707,-490,-231,140,0.00,0.15
50.04,294,-724,16520,122,65,-44,0.00,0.20
49.98,-256,935,16842,81,57,-49,0.00,0.25
49.99,-876,-147,16791,-243,-65,96,0.00,0.30
50.02,-49,109,16200,-409,-180,78,0.00,0.35
49.99,-3667,2889,18295,-771,-285,42,0.00,0.40
49.99,11330,1581,30419,-783,3890,1619,0.00,0.00
50.07,2406,4196,12416,-2844,398,2396,0.00,0.00
49.95,912,1979,15976,1173,-464,-827,0.00,0.00
49.98,1108,2599,14761,2265,-1755,368,0.00,0.00
50.02,-3609,-3476,26580,79,-349,2079,0.00,0.00
50.00,-1271,-2942,14302,274,-44,325,0.00,0.00
50.00,282,1492,14508,259,250,-273,0.00,0.00
50.00,-877,-879,11303,198,1224,167,0.00,0.00
49.98,579,-1137,15231,-61,-49,-1,0.00,0.00
50.02,-176,128,16801,-12,-11,-23,0.00,0.05
49.98,3862,1280,14717,-299,43,-454,0.00,0.00
50.01,-293,59,17518,-67,-19,-66,0.00,0.05
50.04,106,-225,16775,-18,-12,0,0.00,0.00
50.00,-156,203,16487,-12,-1,-2,0.00,0.05
49.95,-61,181,16641,-11,-6,-1,0.00,0.10
50.03,125,-18,16671,-11,-3,-4,0.00,0.15
49.98,18,-25,16561,-5,-5,-3,0.00,0.20
49.99,-348,102,16501,-1,-3,-5,0.00,0.25
50.02,-322,-201,16571,1,-5,-4,0.00,0.30
49.99,99,-206,16676,-5,-7,-2,0.00,0.35
49.98,-110,-149,16759,-5,-6,-3,0.00,0.40
50.01,-220,40,16697,2,-4,-2,0.00,0.45
50.00,-183,221,16612,-3,-2,-2,0.00,0.50
50.00,455,2723,17657,69,-12,102,0.00,0.55
49.98,-347,589,16646,23,-8,-12,0.00,0.60
50.09,-95,232,16705,10,0,-6,0.00,0.65
49.92,-350,53,16809,3,-1,-2,0.00,0.70
49.99,-109,169,16691,4,-8,-3,0.00,0.75
50.02,-22,253,16726,2,-8,-4,0.00,0.80
49.99,-262,-75,16613,-1,-5,-2,0.00,0.85
49.98,-4345,1154,17747,255,138,323,0.00,0.90
50.02,-2932,897,20961,54,-502,-294,0.00,0.00
50.00,3058,-156,17840,22,-1374,69,0.00,0.00
50.00,4511,-63,5397,921,772,957,0.00,0.05
50.00,-12703,2298,-5228,-1394,-362,213,0.00,0.00
50.02,-2001,-1019,20325,-40,-73,-770,0.00,0.05
49.96,1723,-2215,13116,-77,-286,-348,0.00,0.00
50.09,16,-505,12456,-66,966,-378,0.00,0.00
49.94,1111,3226,11211,-375,148,-904,0.00,0.00
50.00,3237,-126,14674,-579,193,-700,0.00,0.00
49.99,-6418,4455,22651,-140,-428,467,0.00,0.00
50.00,-787,-1413,15941,290,-308,556,0.00,0.00
50.00,181,-1044,15326,-96,-224,7,0.00,0.00
50.01,476,-823,15837,-149,-248,-185,0.00,0.00
49.98,-3091,1755,18072,-82,-270,116,0.00,0.05
50.03,-2711,7586,18044,87,-13,136,0.00,0.00
49.99,-25476,-7733,46154,216,-2730,1527,0.00,0.00
50.06,-903,1748,-6721,-3514,-743,3183,0.00,0.00
49.96,-668,4057,-415,3665,2068,1126,0.00,0.00
49.98,-1524,3217,-6347,6914,3477,-133,0.00,0.00
50.02,784,-1308,8100,153,-1477,1506,0.00,0.00
50.00,3182,-9576,33740,576,715,2472,0.00,0.00
49.97,2111,-2560,8514,661,-860,1413,0.00,0.00
50.04,3714,-3574,10560,716,-661,1056,0.00,0.00
49.97,5083,-1116,12293,296,-288,542,0.00,0.00
50.00,3133,-4183,12567,13,17,417,0.00,0.05
50.02,3775,-4740,15105,-385,474,499,0.00,0.10
49.91,4254,-3861,17061,-1157,852,658,0.00,0.00
50.14,-22489,-2725,17095,901,6403,-2525,0.00,0.00
49.97,-12195,11324,-3497,-3579,-2122,-3959,0.00,0.00
49.96,1456,-149,4388,-1650,2313,-2644,0.00,0.00
50.04,-5458,-2622,3850,195,-832,-2468,0.00,0.00
49.98,-566,1352,14411,4202,-44,-1514,0.00,0.00
50.02,-88,398,15177,-899,-1364,1263,0.00,0.00
49.98,4037,-3196,25039,-1268,-1125,1855,0.00,0.00
49.99,1458,-848,22139,-67,-9,-5,0.00,0.00
50.01,375,-344,16571,-12,-7,-8,0.00,0.00
50.00,244,45,16692,1,6,-4,0.00,0.00
49.97,95,-57,17005,5,6,-4,0.00,0.00
50.09,-15868,15990,26167,711,499,-288,0.00,0.05
49.92,-5050,-658,40037,-6259,-1937,-1899,0.00,0.00
50.00,19075,-17530,12761,-6940,3165,110,0.00,0.00
50.01,-924,1931,-1599,6820,3206,-3961,0.00,0.00
50.01,5895,496,11559,1578,-428,-2287,0.00,0.00
49.96,5277,-2152,16606,185,47,-725,0.00,0.00
50.04,3970,-3565,10007,-1107,766,137,0.00,0.05
49.98,3128,-512,11454,-179,86,-306,0.00,0.00
50.01,2051,-6349,12871,2232,-2575,4302,0.00,0.00
50.00,-7167,-2659,23625,1651,-1665,3830,0.00,0.05
49.99,4230,1040,22908,-323,-961,600,0.00,0.00
50.06,1878,1703,10777,-27,-782,-361,0.00,0.00
49.96,-331,-2,16614,186,966,219,0.00,0.00
49.96,3201,-1324,14669,-101,1119,-234,0.00,0.05
50.04,444,-3184,27655,-506,825,-1060,0.00,0.00
49.98,207,701,18802,-270,243,-619,0.00,0.00
50.02,546,654,16280,106,-118,191,0.00,0.00
49.98,2368,-3018,13958,-78,32,-14,0.00,0.00
50.01,3507,-1211,14154,-456,285,-384,0.00,0.00
50.00,4,2483,17658,-836,381,-1036,0.00,0.00
50.01,-527,1222,19993,64,-577,461,0.00,0.00
49.97,-2450,-1136,18162,97,-1154,501,0.00,0.00
50.10,-509,497,14182,-200,-318,-106,0.00,0.05
49.92,1638,1,15227,52,682,221,0.00,0.00
50.00,184,-1241,18948,-85,-304,-41,0.00,0.00
50.00,-175,1152,17500,-202,-557,216,0.00,0.00
50.02,-967,-71,17087,-243,-740,475,0.00,0.05
49.97,-1689,-1087,16257,-372,-149,-569,0.00,0.10
50.04,481,-472,15960,-526,-139,-869,0.00,0.15
49.97,415,1820,14314,-187,24,-684,0.00,0.20
50.02,590,-975,16284,-4,-12,0,0.00,0.00
49.98,143,-235,16864,-12,-4,1,0.00,0.05
50.00,368,-438,16770,-6,3,1,0.00,0.10
50.06,-146,40,16929,-3,-1,-1,0.00,0.15
49.96,748,-195,17241,9,-11,-2,0.00,0.20
49.97,930,-1012,16505,-1,2,-1,0.00,0.25
50.01,1429,-1384,16576,6,-7,-5,0.00,0.30
50.01,1436,-907,16499,-9,-5,-9,0.00,0.35
50.00,488,245,16356,3,-6,-9,0.00,0.40
49.98,212,450,16339,-11,1,-6,0.00,0.45
50.04,182,185,16097,-7,-7,-6,0.00,0.50
49.97,66,-171,16005,-10,-13,-3,0.00,0.55
50.01,243,-601,16256,-12,-8,-4,0.00,0.60
50.00,-1326,-162,16683,-24,6,-1,0.00,0.65
50.00,-1342,465,16081,-52,18,2,0.00,0.70
49.97,-902,1027,16741,-12,-4,1,0.00,0.75
50.10,-944,908,17344,3,-16,-2,0.00,0.80
49.92,-553,416,17292,7,-11,-3,0.00,0.85
50.00,697,112,17178,2,-8,-5,0.00,0.90
50.01,-237,668,17450,-2,1,-1,0.00,0.95
50.00,525,664,17054,11,-6,-2,0.00,1.00
49.98,1350,-440,16764,-7,8,-1,0.00,1.05
50.03,627,-498,16052,-1,-8,-3,0.00,1.10
49.98,345,138,16456,10,-15,2,0.00,1.15
49.99,-156,-439,15983,13,-20,1,0.00,1.20
50.02,-34,-175,15870,16,-25,-1,0.00,1.25
49.99,-55,-240,16119,12,-21,1,0.00,1.30
49.99,-361,66,16726,5,-15,-4,0.00,1.35
50.09,-125,214,16373,-9,-4,-5,0.00,1.40
49.92,-273,625,16517,-13,2,-3,0.00,1.45
49.99,221,221,15830,-26,7,-4,0.00,1.50
50.00,-433,-228,16645,2,2,-4,0.00,1.55
50.04,37,-105,16699,-25,4,-1,0.00,1.60
49.97,213,-224,17106,-29,-3,-5,0.00,1.65
50.01,-149,-17,16707,-61,-4,16,0.00,1.70
50.01,1694,-857,15821,-283,-119,276,0.00,1.75
50.00,-3413,-668,12663,-234,-84,318,0.00,1.80
49.99,-263,143,15256,9,9,-6,0.00,0.00
50.02,-93,977,16927,-46,-17,7,0.00,0.05
49.96,30,-89,16391,-124,-29,30,0.00,0.00
50.02,331,75,16482,-14,-23,0,0.00,0.05
50.05,63,-213,16565,21,-34,-3,0.00,0.10
49.97,-473,-261,16189,72,-48,-4,0.00,0.15
49.96,-97,54,16636,296,-44,-57,0.00,0.20
50.04,-560,-140,16483,115,-75,-8,0.00,0.25
49.97,5,-892,16448,182,-70,95,0.00,0.30
50.01,429,-867,17208,52,-47,-5,0.00,0.35
50.00,-368,-318,16595,55,-39,-4,0.00,0.40
50.01,-5,-211,16823,44,-34,-2,0.00,0.45
49.98,-266,219,16595,39,-38,-5,0.00,0.50
50.03,-58,531,16668,24,-26,-5,0.00,0.55
49.98,251,163,16520,11,-15,-4,0.00,0.60
50.00,-6,-230,16458,-2,-4,-5,0.00,0.65
50.06,-351,-346,16575,9,-4,-4,0.00,0.70
49.96,-105,-337,16570,2,-23,-3,0.00,0.75
49.96,-359,248,16811,11,-17,-3,0.00,0.80
50.04,62,172,16521,-10,-19,-4,0.00,0.85
49.98,265,-58,16795,-146,-85,143,0.00,0.90
50.00,42,-14,16567,-4,-2,-1,0.00,0.95
50.00,-118,-60,16507,11,8,-5,0.00,1.00
50.00,-421,448,16431,730,540,-88,0.00,1.05
49.98,-241,125,16560,30,4,-7,0.00,1.10
50.04,2702,-3565,16924,776,555,-81,0.00,1.15
49.96,-2781,3689,16421,291,188,-41,0.00,1.20
50.00,-1963,2108,15958,-1157,-902,149,0.00,1.25
50.06,-14223,3402,10785,-116,-250,413,0.00,1.30
49.97,-700,-457,16174,16,-20,-4,0.00,0.00
49.97,38,-54,16317,10,-34,-4,0.00,0.05
50.03,-101,-327,16662,18,-20,-4,0.00,0.10
49.98,284,-247,17136,16,-18,-5,0.00,0.15
50.00,13,-10,16514,13,-19,-5,0.00,0.20
50.01,84,-274,16679,7,-11,-5,0.00,0.25
50.00,61,-312,16609,-1,-7,-9,0.00,0.30
49.98,-505,-67,16561,-12,-3,-7,0.00,0.35
50.04,-417,474,16595,-26,7,-5,0.00,0.40
49.96,278,111,16724,-30,14,-4,0.00,0.45
50.01,297,-485,16686,-39,19,-6,0.00,0.50
50.05,-209,-296,16817,-44,25,-5,0.00,0.55
49.97,107,15,16743,-34,16,-3,0.00,0.60
49.96,128,326,16574,-20,9,-3,0.00,0.65
50.04,-140,306,16368,-8,-3,-4,0.00,0.70
49.97,-351,359,16239,-5,-6,-4,0.00,0.75
50.01,-415,127,16507,-10,-5,-5,0.00,0.80
50.00,-702,-4,16717,-15,1,-5,0.00,0.85
50.01,147,345,17125,-24,11,-6,0.00,0.90
49.98,-241,-94,17134,-52,30,-2,0.00,0.95
50.04,-602,262,16900,-16,8,-4,0.00,1.00
49.97,-179,266,16891,-16,14,-1,0.00,1.05
50.00,17,307,16661,-15,7,0,0.00,1.10
49.99,61,129,16747,-11,1,0,0.00,1.15
50.08,-46,-11,16681,-9,-2,-4,0.00,1.20
49.93,145,-110,16720,-4,0,-1,0.00,1.25
49.99,124,-190,16629,-6,-10,0,0.00,1.30
50.02,41,-96,16644,1,-5,-2,0.00,1.35
50.00,-76,92,16527,3,-7,0,0.00,1.40
49.98,123,-3,16516,-4,-4,1,0.00,1.45
50.03,585,-387,16355,-1,-2,-1,0.00,1.50
49.98,902,-563,16319,-4,2,-2,0.00,1.55
49.99,831,-681,16306,-5,-6,-3,0.00,1.60
50.02,469,-821,16320,-10,-5,-6,0.00,1.65
49.99,152,-663,16470,-10,0,-7,0.00,1.70
49.99,183,-101,16719,-16,2,-3,0.00,1.75
50.08,137,327,16526,-11,-1,-4,0.00,1.80
49.93,-167,328,16583,-9,2,-2,0.00,1.85
49.99,-620,495,16769,-8,4,-1,0.00,1.90
50.00,-1243,889,16758,-5,1,-4,0.00,1.95
50.03,-957,669,16666,-3,-1,-2,0.00,2.00
49.98,-355,215,16837,-2,-17,-3,0.00,2.05
50.00,-142,-185,16519,3,-15,-5,0.00,2.10
50.01,-68,-585,16886,12,-6,-3,0.00,2.15
50.00,292,-463,16906,2,-9,-2,0.00,2.20
49.97,279,-199,16619,-1,-9,-4,0.00,2.25
50.04,-319,495,16594,-5,-4,-2,0.00,2.30
49.97,-576,525,16484,-12,-1,-4,0.00,2.35
50.00,-329,195,16562,-14,-7,-1,0.00,2.40
50.07,-231,323,16782,-14,1,-1,0.00,2.45
49.96,-510,84,16394,-10,-6,-2,0.00,2.50
49.97,-3886,-800,16638,198,280,-58,0.00,2.55
50.03,-3130,-1369,17480,244,756,-312,0.00,2.60
49.98,2247,82,15077,481,44,61,0.00,2.65
49.99,451,-987,18408,652,47,157,0.00,0.00
50.00,1042,-31,16732,335,-808,147,0.00,0.00
50.02,3897,155,15397,578,522,461,0.00,0.05
49.96,-5066,-1332,25491,76,361,-527,0.00,0.10
50.04,5365,987,12663,-1860,-1623,317,0.00,0.00
49.98,4253,-5136,16395,-1430,-608,54,0.00,0.00
50.08,1634,-1140,18956,-1229,-119,-520,0.00,0.05
49.92,-347,1274,16673,-327,-33,-127,0.00,0.00
50.00,192,-1665,18256,-87,-258,303,0.00,0.00
50.01,-421,363,16699,-742,-212,-148,0.00,0.05
50.00,532,-1114,13986,-481,-292,134,0.00,0.10
49.97,1578,4663,20802,-22,324,-353,0.00,0.00
50.04,265,33,12487,299,399,-445,0.00,0.00
49.98,326,3600,21913,1381,500,-452,0.00,0.00
49.99,-2796,1839,20431,10,54,-59,0.00,0.00
50.02,-430,-988,18639,-1580,-307,-467,0.00,0.00
50.00,20,119,-1564,-1142,38,-214,0.00,0.05
50.06,5308,2230,18550,485,77,-1037,0.00,0.00
49.96,-1822,5299,14763,251,905,333,0.00,0.00
49.97,-950,-918,16878,1250,29,520,0.00,0.05
50.02,-290,-720,15041,791,251,132,0.00,0.00
49.99,3850,3665,19631,798,-86,222,0.00,0.05
50.01,777,425,13488,1229,-338,898,0.00,0.00
50.00,-740,3125,11019,1866,172,2107,0.00,0.00
50.00,-16174,-22087,33909,1568,-286,2982,0.00,0.00
49.97,-3019,-1359,15098,759,-863,1343,0.00,0.00
50.03,-794,-2696,16794,26,-385,114,0.00,0.00
49.98,360,-1397,16235,-686,-510,-835,0.00,0.00
50.08,3070,1157,13135,-905,249,-613,0.00,0.00
49.95,-5882,473,18538,-501,-732,330,0.00,0.00
49.98,-827,697,17719,-231,-222,385,0.00,0.00
50.01,-191,-471,16716,-11,-16,-2,0.00,0.05
49.99,-53,-102,16726,0,-9,-2,0.00,0.10
49.98,74,-156,16641,-4,-11,-3,0.00,0.15
50.04,-181,-80,16619,-1,-7,-4,0.00,0.20
49.97,-222,28,16517,-4,-4,-4,0.00,0.25
50.01,-210,117,16579,37,42,-80,0.00,0.30
50.00,34,-145,16513,1,0,-2,0.00,0.35
49.91,-44,-104,16676,-1,-8,-3,0.00,0.40
50.08,-478,236,16689,8,-14,-6,0.00,0.45
50.01,-18696,10735,37050,1655,2160,-1213,0.00,0.50
50.04,2319,-1989,2110,-1276,1047,-1743,0.00,0.00
50.01,2994,-2406,3432,1236,3865,-1408,0.00,0.00
49.96,9047,-10460,12132,292,-15,-2920,0.00,0.00
50.02,4183,-3876,11906,-146,375,-1523,0.00,0.00
49.96,3713,481,20344,-949,830,-617,0.00,0.00
50.04,1271,-1425,15468,-988,609,643,0.00,0.00
49.99,5240,-4024,16514,678,-212,-440,0.00,0.00
50.00,4102,-2974,12375,124,-247,-64,0.00,0.00
49.99,1534,17,5246,115,-1195,804,0.00,0.00
50.01,-6351,1496,9567,289,-1591,2287,0.00,0.00
50.05,-593,2824,11427,-1741,-949,2555,0.00,0.05
49.97,-1292,1286,17039,-416,-660,326,0.00,0.10
49.96,-3394,2115,17446,24,-38,-81,0.00,0.00
50.03,-7602,7140,15522,-324,-257,192,0.00,0.00
50.00,-13049,3363,43701,-1522,-1074,-1131,0.00,0.00
50.00,3756,-5186,-3417,-2674,1554,202,0.00,0.00
49.99,12592,-9424,13078,1048,4052,-1017,0.00,0.00
50.00,11362,10838,36216,1906,1596,-2976,0.00,0.05
50.00,8332,-10323,12931,3350,-1697,-4640,0.00,0.00
50.01,3235,-4335,3842,-359,1035,-486,0.00,0.00
49.97,10919,-7168,31433,-215,1061,-472,0.00,0.00
50.09,7702,-5701,23966,-565,821,-540,0.00,0.00
49.94,4319,-3076,13177,-889,880,-696,0.00,0.00
50.00,-18649,14646,-5037,-2758,481,-2065,0.00,0.00
49.99,-12358,16108,25550,-389,200,689,0.00,0.00
50.00,2379,-3187,23365,-1375,-832,-62,0.00,0.00
50.00,4761,-2371,6126,-105,605,-301,0.00,0.00
50.01,3472,-1527,16451,-305,583,-502,0.00,0.00
50.00,-3823,1930,18381,-888,180,-268,0.00,0.00
49.99,-1533,-344,12394,-9,-14,11,0.00,0.05
49.99,339,-1606,12312,-215,20,-299,0.00,0.00
69.56,441,-1317,15028,-307,-5,-427,0.00,0.00
30.46,916,1308,17731,-293,91,-124,0.00,0.00
49.98,-1588,1665,12986,82,-261,-1,0.00,0.00
50.02,2927,-2286,20956,-11,-316,-59,0.00,0.00
50.00,-1426,585,17030,14,-318,389,0.00,0.00
49.97,919,-26,16124,99,-154,157,0.00,0.05
50.04,64,-657,17143,166,-162,428,0.00,0.10
49.97,854,-713,16277,-86,-66,514,0.00,0.15
50.01,1736,-326,17430,-238,-277,388,0.00,0.20
50.00,-1973,-1053,17690,-181,-410,414,0.00,0.25
50.00,-41,1748,17259,104,-478,-407,0.00,0.30
50.05,2212,2306,16787,81,-54,-46,0.00,0.35
49.96,863,-204,16801,-5,-3,0,0.00,0.40
49.97,-35,-218,16541,-7,-6,3,0.00,0.45
50.01,894,-485,16771,11,-12,0,0.00,0.50
50.00,710,-879,16388,-3,-5,2,0.00,0.55
50.01,569,-759,16396,6,-9,-2,0.00,0.60
49.97,892,-450,16396,-8,-3,-1,0.00,0.65
50.04,465,-85,16184,-7,-1,-2,0.00,0.70
49.98,778,-85,16246,-20,3,-6,0.00,0.75
49.99,-43,717,16169,-20,2,-4,0.00,0.80
50.02,89,370,15974,-11,-2,-2,0.00,0.85
49.99,473,-588,15949,-9,-4,-1,0.00,0.90
49.99,169,-445,16444,-3,-5,-2,0.00,0.95
50.09,-1105,157,16298,1,-8,0,0.00,1.00
49.92,-1396,975,16240,-3,0,1,0.00,1.05
50.00,-930,432,15932,-17,0,1,0.00,1.10
50.00,-374,334,17077,21,-26,-2,0.00,1.15
50.01,-790,774,16908,13,-24,2,0.00,1.20
49.98,-289,-191,17241,-3,-5,2,0.00,1.25
50.03,35,103,17147,-13,0,-1,0.00,1.30
49.98,844,-1436,16492,20,9,-20,0.00,1.35
50.00,233,3227,16722,202,178,163,0.00,1.40
50.00,251,1841,15024,-873,-36,154,0.00,1.45
50.01,197,-1632,17853,-47,1,7,0.00,0.00
49.97,-216,-436,16756,-16,0,2,0.00,0.00
50.10,-292,62,15562,-16,-12,0,0.00,0.05
49.92,-4458,11385,11103,86,26,-14,0.00,0.00
50.00,371,439,16533,7,-14,0,0.00,0.05
50.01,-2,-33,16536,-27,-2,10,0.00,0.10
50.00,387,-133,16362,-4,-4,3,0.00,0.15
49.98,92,-88,16720,2,-10,0,0.00,0.20
50.00,27,-54,16654,1,-5,0,0.00,0.25
50.02,317,240,16496,-172,110,83,0.00,0.30
50.00,-170,-32,16473,-19,3,-14,0.00,0.35
49.97,4,-24,16647,-9,-4,-10,0.00,0.40
50.04,129,-93,16332,9,-9,-8,0.00,0.45
49.97,-569,869,17939,339,-174,-740,0.00,0.50
50.00,-76,157,16336,-47,39,-90,0.00,0.00
50.06,-93,-1216,15581,374,-201,-535,0.00,0.05
49.97,-191,195,15702,-11,-18,1,0.00,0.10
49.96,-464,196,16366,-7,-12,17,0.00,0.15
50.04,-2546,702,16401,6,-123,117,0.00,0.20
49.98,1156,-446,16394,70,-134,211,0.00,0.25
50.00,-517,291,17177,99,-202,258,0.00,0.30
50.01,-2749,583,18933,18,-184,98,0.00,0.35
50.00,3201,-1831,12983,-61,6,-118,0.00,0.00
49.98,-273,721,17240,-215,268,-410,0.00,0.00
50.02,-790,313,17673,-165,34,-199,0.00,0.00
49.99,2883,-753,13552,-155,23,-134,0.00,0.05
50.07,418,838,16829,-27,1,-11,0.00,0.00
49.94,-43,-131,16495,-66,38,1,0.00,0.05
49.99,2502,-2565,14474,-16,79,-2,0.00,0.10
49.98,-1443,392,13658,-414,881,-84,0.00,0.00
50.03,-19555,7905,-27251,-297,-491,435,0.00,0.00
49.98,-1324,-494,16955,4,-16,162,0.00,0.00
50.01,-767,-1357,20398,-447,-332,-282,0.00,0.00
49.98,3646,8790,27022,282,97,-337,0.00,0.05
50.01,369,729,12025,268,444,138,0.00,0.00
50.00,-5522,4240,6388,731,-451,-128,0.00,0.00
50.01,-668,1871,15030,1774,-256,-185,0.00,0.00
49.97,258,623,16821,-419,172,-101,0.00,0.05
50.08,245,-1504,18957,-189,287,1010,0.00,0.00
49.95,-1838,981,16321,83,94,211,0.00,0.00
49.98,-5946,2691,11233,-96,-41,303,0.00,0.05
50.02,677,-713,15839,106,197,-147,0.00,0.00
50.00,-1562,301,17879,-47,180,-501,0.00,0.05
50.00,246,-1161,15855,-26,237,-231,0.00,0.00
50.00,-125,-1562,18081,-368,152,-608,0.00,0.05
49.98,1736,-1089,14937,-654,-253,-441,0.00,0.00
50.02,-902,1226,14888,-509,62,-696,0.00,0.00
49.98,1419,82,16040,-274,413,-324,0.00,0.00
50.01,1461,944,18881,-444,-410,-269,0.00,0.05
50.05,-206,-212,17635,-514,-977,-196,0.00,0.00
49.97,232,197,15878,-487,-1029,-211,0.00,0.05
49.97,1038,-867,13999,128,201,130,0.00,0.00
50.03,836,578,17770,243,66,422,0.00,0.00
49.99,513,340,18061,128,-548,476,0.00,0.00
49.99,-471,1386,18385,314,-145,663,0.00,0.00
50.01,-1205,-1045,17120,300,-9,480,0.00,0.00
50.01,-485,-1410,16910,-99,-128,-61,0.00,0.05
50.00,-131,-309,16668,4,5,3,0.00,0.10
50.00,-80,-30,16423,-9,-7,-4,0.00,0.15
49.98,-31,-275,17173,-60,-123,-8,0.00,0.20
50.08,-449,-906,14570,-47,184,-113,0.00,0.25
49.93,92,1465,16708,49,752,4,0.00,0.00
50.00,1752,1614,18318,108,391,472,0.00,0.05
50.00,-420,-226,12496,507,417,540,0.00,0.00
50.03,-1847,1165,19576,629,742,581,0.00,0.00
49.96,3409,-4874,33744,205,13,175,0.00,0.00
50.02,-276,233,15917,-20,-30,9,0.00,0.00
50.00,-272,-103,16512,-9,-6,4,0.00,0.00
